DATE,OPEN,HIGH,LOW,CLOSE
12/05/2021,13215.5,13288.61,13002.54,13031.68
11/05/2021,13115.9,13423.31,13107.67,13389.43
10/05/2021,13687.6,13687.93,13401.75,13401.86
07/05/2021,13723.1,13828.62,13690.75,13752.24
06/05/2021,13557.8,13635.73,13439.39,13632.84
05/05/2021,13731.1,13753.05,13553.93,13582.42
04/05/2021,13774.5,13795.57,13485.59,13633.5
03/05/2021,14031.8,14042.12,13881.51,13895.12
30/04/2021,13970.7,14084.76,13941.63,13962.68
29/04/2021,14204.5,14211.57,13952.8,14082.55
28/04/2021,14082.8,14133.65,14034.7,14051.03
27/04/2021,14170.9,14171.24,14064.28,14090.22
26/04/2021,14052.4,14154.03,14019.5,14138.78
23/04/2021,13861.4,14062.74,13856.83,14016.81
22/04/2021,13952.6,14015.87,13771.04,13818.41
21/04/2021,13745.8,13951.35,13706.86,13950.22
20/04/2021,13894.5,13927.67,13698.67,13786.27
19/04/2021,13984.6,14041.79,13842.57,13914.77
16/04/2021,14059.1,14062.5,13977.05,14052.34
15/04/2021,13983.2,14049.13,13970.42,14038.76
14/04/2021,14004.08,14033.63,13839.04,13857.84
13/04/2021,13902.4,14011.51,13902.4,13996.1
12/04/2021,13854.4,13877,13783.95,13850
09/04/2021,13787,13905.41,13748.35,13900.19
08/04/2021,13796.9,13830.14,13758.71,13829.31
07/04/2021,13675.3,13733.03,13653.58,13688.84
06/04/2021,13681.7,13776.71,13674.28,13698.38
05/04/2021,13594.9,13720.58,13582.76,13705.59
01/04/2021,13414.3,13487.08,13404.18,13480.11
31/03/2021,13122.6,13325.54,13118.38,13246.87
30/03/2021,13008.8,13075.75,12922.57,13045.39
29/03/2021,13104,13143.41,12968.16,13059.65
26/03/2021,12996,13149.55,12878.72,13138.72
25/03/2021,12844.6,13021.86,12786.81,12977.68
24/03/2021,13289.2,13292.92,12961.35,12961.89
23/03/2021,13381.4,13405.14,13202.43,13227.7
22/03/2021,13278.8,13455.64,13278.78,13377.54
19/03/2021,13119.9,13252.37,13039.45,13215.24
18/03/2021,13349.2,13384.46,13101.92,13116.17
17/03/2021,13336.9,13595,13272.69,13525.2
16/03/2021,13523.2,13620.71,13397.08,13471.57
15/03/2021,13323.5,13460.35,13272.5,13459.71
12/03/2021,13222.8,13324.69,13158.72,13319.86
11/03/2021,13273.3,13433.62,13246.33,13398.67
10/03/2021,13234.7,13277.11,13035.44,13068.83
09/03/2021,12923.1,13151.54,12882.49,13073.82
08/03/2021,12904.3,13001,12599.23,12609.16
05/03/2021,12860,12941.21,12397.05,12920.15
04/03/2021,12953.99,13068.71,12553.96,12723.47
03/03/2021,13336.25,13372.52,12995.07,12997.75
02/03/2021,13599.45,13601.33,13352,13358.79
01/03/2021,13406.16,13596.59,13362.66,13588.83
26/02/2021,13232.9,13368.06,13024.53,13192.35
25/02/2021,13512.64,13602.86,13066.38,13119.43
24/02/2021,13400.25,13607.36,13286.59,13597.97
23/02/2021,13262.61,13526.09,13003.98,13465.2
22/02/2021,13714.2,13757.06,13530.96,13533.05
19/02/2021,13929.2,13985.58,13842.6,13874.46
18/02/2021,13814.67,13905.96,13714.35,13865.36
17/02/2021,13911.65,13976.43,13804.26,13965.5
16/02/2021,14047.5,14047.5,14047.5,14047.5
12/02/2021,13979.21,14102.04,13937.71,14095.47
11/02/2021,14050.44,14058.91,13916.85,14025.77
10/02/2021,14089.54,14107.44,13845.47,13972.53
09/02/2021,13966.81,14044.95,13966.81,14007.7
08/02/2021,13932.21,13987.74,13894.15,13987.64
05/02/2021,13823.88,13878.16,13761.66,13856.3
04/02/2021,13678.05,13778.42,13631.62,13777.74
03/02/2021,13711.18,13715.04,13585.34,13610.54
02/02/2021,13538.99,13652.69,13535.86,13612.78
01/02/2021,13231.26,13431.46,13132.47,13403.39
29/01/2021,13282.94,13322,12985.05,13070.69
28/01/2021,13318.6,13507.64,13316.52,13337.16
27/01/2021,13488.81,13538.42,13192.91,13270.6
26/01/2021,13681.72,13702.69,13603.19,13626.06
25/01/2021,13685.82,13728.98,13370.93,13635.99
22/01/2021,13483.4,13567.14,13463.66,13543.06
21/01/2021,13521.48,13560.35,13454.07,13530.91
20/01/2021,13330.66,13486.13,13329.77,13457.25
19/01/2021,13130.85,13206.86,13078.7,13197.18
15/01/2021,13097.25,13139.83,12949.76,12998.5
14/01/2021,13174.75,13220.16,13098.41,13112.64
13/01/2021,13088.01,13171.15,13051.06,13128.95
12/01/2021,13062.06,13105.04,12963.92,13072.43
11/01/2021,13053.66,13138.27,13004.41,13036.43
08/01/2021,13148.81,13206.63,13036.55,13201.98
07/01/2021,12873.95,13090.91,12871.51,13067.48
06/01/2021,12661.38,12909.63,12652.53,12740.79
